Form,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y
2_correct,0.5913810729980469,0.5517515540122986,0.4352087378501892,0.5467775464057922,0.6281150579452515,0.7185109257698059,0.3507145643234253,0.7118564248085022,0.630275309085846,0.8591434359550476,0.3019617795944214,0.8592187166213989
2_correct,0.5905287861824036,0.5526453256607056,0.4337363839149475,0.547641396522522,0.6276347637176514,0.7187952399253845,0.3496878445148468,0.711969256401062,0.6312083601951599,0.8590010404586792,0.3025228977203369,0.8591842651367188
2_correct,0.5880058407783508,0.5547589659690857,0.4316602945327759,0.550409197807312,0.6276642680168152,0.7198649048805237,0.3463793992996216,0.7136489748954773,0.6315057873725891,0.859009325504303,0.3028333783149719,0.8589188456535339
2_correct,0.584541916847229,0.5564736723899841,0.4279504716396332,0.5526877641677856,0.6277333498001099,0.7207357883453369,0.3440738022327423,0.7138816714286804,0.6315897703170776,0.8591578602790833,0.3026137053966522,0.8587659597396851
2_correct,0.5813349485397339,0.5596998929977417,0.4231826364994049,0.5566254258155823,0.6282386183738708,0.721034824848175,0.34088006615638733,0.7141469717025757,0.6319198608398438,0.859349250793457,0.3023849129676819,0.8584259152412415
2_correct,0.5795448422431946,0.5651395320892334,0.4189402461051941,0.5610628128051758,0.6287153363227844,0.7213936448097229,0.33673158288002014,0.7141379714012146,0.6322211027145386,0.8595984578132629,0.30223095417022705,0.8584215044975281
2_correct,0.5748420357704163,0.5690967440605164,0.4148709774017334,0.563765823841095,0.6297973990440369,0.7215604782104492,0.3299447298049927,0.7134957909584045,0.632057249546051,0.8596134781837463,0.30143725872039795,0.8584193587303162
2_correct,0.5694997310638428,0.5752540826797485,0.41204532980918884,0.5694650411605835,0.6319517493247986,0.7232654094696045,0.32283931970596313,0.7132929563522339,0.631786584854126,0.8616342544555664,0.3000141978263855,0.8582378029823303
2_correct,0.568300187587738,0.583185613155365,0.4118344485759735,0.577250599861145,0.6402823328971863,0.7274131774902344,0.31613612174987793,0.7136749625205994,0.6318511366844177,0.8621507287025452,0.29890531301498413,0.8582112193107605
2_correct,0.5686522722244263,0.5892765522003174,0.4118662476539612,0.5838130712509155,0.6482340693473816,0.7290677428245544,0.30627644062042236,0.7182361483573914,0.6319854259490967,0.8622311353683472,0.2973570227622986,0.8581880927085876
