Form,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y
icomplete,2.2930030869094806,2.099038391755927,1.6971358896753603,2.073558327062292,2.4363592435509784,2.7802842961559646,1.4887719500414736,2.737513722797774,2.5371105768183146,3.343040651022621,1.3787090520721774,3.291589892550394
icomplete,2.2806017626293227,2.0891017876450984,1.6860831337007547,2.065254022870434,2.426618957395687,2.760931846630616,1.4764197494844353,2.7189381315539234,2.5185524681230396,3.320145457982613,1.3708378902317766,3.270348054644707
icomplete,2.287896680857312,2.090884586055077,1.6957191386554997,2.0675436061385493,2.4339477231670057,2.761049817426814,1.4771559029166565,2.719394021373048,2.5204584226791185,3.3232841500375967,1.3740403450096277,3.2740117233659736
icomplete,2.3021376553740076,2.0879846935879467,1.7170923834914424,2.0716750249335014,2.4344692565824513,2.7560893065930743,1.4703802388318283,2.7150993266719943,2.5166356838456383,3.3182906201220317,1.3733770769410432,3.2692036946052876
icomplete,2.326446079916871,2.0942429469228774,1.738533349216568,2.0786480984264526,2.454214272120724,2.768390969441426,1.478590988273016,2.7258306649226958,2.5312535164530856,3.337010219554221,1.3824037657461807,3.2880400617680006
icomplete,2.3376133984965284,2.095872548636872,1.747447471452432,2.081876883525853,2.4661605424945328,2.7693760603363886,1.485841204533903,2.721877363000681,2.5409021804002645,3.350983368511237,1.3892058487284527,3.299025936008851
icomplete,2.3457272510159486,2.0997924247894293,1.7531326771345843,2.087518907988895,2.4724786636359184,2.771801393706363,1.4891813476895464,2.727776767668551,2.5466308643998006,3.354820879487937,1.3931884633859166,3.307213732027644
icomplete,2.3615371555963747,2.114230908125293,1.7640484377223176,2.104127293663095,2.4890132873298634,2.7898740079258317,1.499135295595714,2.7473720245174857,2.5639811358047635,3.3773951437584415,1.4025748140948577,3.331758751470951
icomplete,2.3749440927544705,2.124551503920899,1.7716298737012357,2.1151807685701267,2.501729930699664,2.8044074463472723,1.5052096972943265,2.764094030516842,2.5764593793574067,3.393570686785313,1.409221497465627,3.3478671297790643
icomplete,2.3894420984055667,2.132394940660076,1.7778671728187656,2.1220750030012905,2.5110622317899414,2.8149862010441318,1.5100452827349096,2.772301187258206,2.5833539715900327,3.403477705302539,1.4142301179445929,3.356803076524633
icomplete,2.3955486520867466,2.136281396481604,1.7749113624858939,2.122558165984327,2.5117326724425615,2.8179917229186717,1.5070956531830226,2.771026430195333,2.577577955651837,3.39672888464304,1.412216337346222,3.3496938494259414
icomplete,2.381182571820649,2.1376802729347144,1.7630350253947877,2.117522862115622,2.5007365916674718,2.8105251654537247,1.4975650111917913,2.762349789849815,2.560529194719654,3.375858553723328,1.4044481593863927,3.326394146141026
icomplete,2.3726608484303764,2.1315378477321905,1.7559965071003087,2.109737368256181,2.491110787628082,2.803278943791693,1.4923757319243471,2.753297620508332,2.550715242196542,3.369109674036736,1.399940419421246,3.313688989478872
icomplete,2.3773335733936163,2.1302146628827057,1.760383771943808,2.106833717676679,2.4925032353455316,2.807746811006715,1.503723853344003,2.7549377865564426,2.5552961403394225,3.378538167463648,1.4027635731259276,3.3206851000998343
icomplete,2.3796633099846205,2.1166915928202275,1.766814594536377,2.091540381473337,2.4913137843724007,2.807050324131091,1.5095172135293604,2.746263156258207,2.5562326272680207,3.3807318443086785,1.4036119929695958,3.32250624576192
icomplete,2.376245631629904,2.1114369229675796,1.7661095311964448,2.084230559828589,2.4841524481005925,2.797030689360356,1.5077418659229935,2.738518175420605,2.5517891595489597,3.375071279640083,1.4003629774080772,3.3178549865424594
icomplete,2.3859300537635955,2.110095425078472,1.7823632495202901,2.0836169721373503,2.4821490278884237,2.7941123086556763,1.506739503226982,2.737269782532752,2.5502804922625675,3.3730075987717454,1.399542679769357,3.3159538451139743
icomplete,2.386819978267034,2.1121535538022105,1.7824613989925004,2.0898914845681955,2.481140312216368,2.7933533351591646,1.4968918356480658,2.7554596639999325,2.5472231805775842,3.3687683513112563,1.392520069984952,3.31826697769346
icomplete,2.387812561215839,2.111061535018802,1.7810747293937856,2.092639121754668,2.4792693473466763,2.7904021633640435,1.4911520207254572,2.7596618132821096,2.542683078182587,3.3619108840278606,1.3833507432629906,3.313017483056745
icomplete,2.3859049422276026,2.108937078553915,1.7785107220372853,2.0903661970701126,2.4783296272872155,2.787271355538057,1.4906461306628926,2.756997128836799,2.5403618260522642,3.3580760346407543,1.378990395982811,3.3096888386018706
icomplete,2.3742577210915647,2.0999145661276155,1.7687090330926887,2.079898886831577,2.4675499898795072,2.7730167132818777,1.4877245387936096,2.7426734058797737,2.5274791449634795,3.340993848667576,1.3719572407570515,3.292680140021966
icomplete,2.3657624060162576,2.0926131391163856,1.7613977898982809,2.0717646939897847,2.458540541925309,2.762531744163837,1.4914769147763058,2.7319880168806443,2.5177799241784404,3.3294061795512975,1.3666637841871312,3.281894118656759
icomplete,2.3629738625737273,2.0886158161483066,1.7577358523855187,2.066512342709038,2.454088095550416,2.757410635128073,1.4983086733652637,2.7264446900811103,2.5133098987260656,3.3251848390041205,1.3640778756160108,3.277938877050184
icomplete,2.358753625265949,2.0834741042102873,1.7529631623780446,2.0606029142996403,2.448693034238899,2.750486567442108,1.501954803631918,2.7187312503606096,2.507051670492744,3.3168181345080234,1.3616980081368504,3.2692914229406016
icomplete,2.3542108263638486,2.0790845984510438,1.7489757870754172,2.0560993944144546,2.444525473503946,2.744662848527176,1.5012142294519082,2.711131234593859,2.501529375114878,3.309193239688406,1.3607309825137464,3.260512625140173
icomplete,2.346544556252479,2.072365194251119,1.742752980120815,2.0493909082677497,2.4385159094414126,2.735484933793626,1.4967883143590146,2.700567005459246,2.493384433914086,3.2984383695794266,1.3599556672340538,3.248258295915916
icomplete,2.343567968833812,2.069783334017268,1.7397505722842328,2.0467058491101415,2.435620750810292,2.7320074096175087,1.4945864611790387,2.6955963566007766,2.4899380617141453,3.29424522123238,1.3591527554485703,3.2431348571523553
icomplete,2.3412720945604035,2.067588174227042,1.7374328908791,2.044125238065669,2.433587540803896,2.7293008628323876,1.4930190787665978,2.6911799301753647,2.487519759541244,3.2909863225044984,1.357869918847306,3.2379879542051695
icomplete,2.340652372371508,2.0668783151220693,1.7351565430324054,2.0438495378491774,2.4345802515157993,2.7281029102692944,1.4930592847842301,2.690543697131856,2.4874968450144768,3.2898699819457686,1.3585415587364664,3.2355061794758098
icomplete,2.340415763946582,2.0662769167439388,1.7335823609645378,2.043582088616872,2.4347268791352006,2.726335111243921,1.4930288522635136,2.689849017789563,2.48701699292003,3.289463073190793,1.3591383428106538,3.2350114189677166
icomplete,2.3364859705353704,2.0643378849844285,1.729135889413429,2.0417225662956207,2.4331328519556465,2.723558641837263,1.491171850322413,2.6862423347300015,2.4845338511266735,3.285875147966372,1.357806238343955,3.230766282149223
icomplete,2.335035681113431,2.066456949835367,1.7273414051054738,2.0427886490824383,2.433577790557362,2.7234314719642767,1.4898027007485248,2.6854221228062443,2.484062334126099,3.284871489742233,1.358136582798482,3.2292473848764174
icomplete,2.3339956441614107,2.0680951952490583,1.7260085958787748,2.04318647916424,2.4345020478641053,2.7238759868604396,1.4873110721499068,2.6853627812269956,2.4842856229604533,3.2831982008889673,1.358704979259612,3.2282652115862125
icomplete,2.3343832993497586,2.0699099492507496,1.7266528322313828,2.044355153794809,2.4359458096118467,2.725037390808343,1.4872200194288472,2.685545593693545,2.484947906444133,3.283712832648888,1.359137554535386,3.2281478328421214
icomplete,2.334982293314317,2.0701914256930136,1.7274640895801452,2.044833026139553,2.4366036334959467,2.7245327453574957,1.486853131310683,2.6844279656508063,2.485179456399126,3.2822526725153196,1.3598330169588644,3.2276242459576867
icomplete,2.336845170022546,2.0709976793253593,1.7306615571341624,2.045665856535376,2.438749122752157,2.7253360112017475,1.4869565244209708,2.6830620061238135,2.4858406079471984,3.282442919736445,1.3618678596252052,3.2250291924441847
icomplete,2.3429321173084157,2.0729409202473703,1.735585166423342,2.047634165613189,2.4415733441405783,2.7283100860560316,1.48832537607844,2.683306125438165,2.4876764852155047,3.285684866004401,1.3634165662517974,3.2280338168011147
icomplete,2.3486528565540254,2.0755338945580033,1.740777743558746,2.0500009530796395,2.4454168404911916,2.7315217334814585,1.4899839156653447,2.686334507193133,2.488957440296091,3.2894319749328327,1.3648966295580103,3.231731241826376
icomplete,2.3538444985481375,2.0788573624452065,1.7453824463628085,2.053228984703579,2.4480183202145853,2.7355155529844932,1.4910404923680785,2.6911592821000885,2.491332889604275,3.293584169929216,1.3663064171063515,3.2370529565536414
icomplete,2.355266315961854,2.0805668813365004,1.7472492422386474,2.0544778717454606,2.4489401213829294,2.736987562753582,1.4899565900623544,2.694377510083238,2.4920966126527646,3.2941824694768833,1.366054395712931,3.2384813059994437
icomplete,2.356420921951836,2.0821787944537813,1.7490869643192903,2.0556376064893294,2.449516970041916,2.73835374452403,1.4883745213687491,2.6964565143549737,2.492612029604075,3.294971033649094,1.3662532362221658,3.2401417950388027
icomplete,2.3583421358054193,2.0859371365652746,1.7513788305935185,2.060238317888645,2.4513412358060833,2.741288898328052,1.4847501785668131,2.7041969254378193,2.493940050125747,3.296481404331913,1.3667952035098176,3.2432323794189433
icomplete,2.3579958972483523,2.0857360931195044,1.7510613441621785,2.0610762798709916,2.4493386306376403,2.7406150537277547,1.479273870441052,2.705379317905399,2.4922820781145787,3.294470928352139,1.3658668328756696,3.2411636847586034
icomplete,2.356995249973026,2.084648179079798,1.750555538919219,2.0602491230947737,2.447231660546584,2.7394645605910575,1.4774231872577246,2.7042970326840576,2.491618249667742,3.293070626557664,1.3663768363251068,3.238646844166928
icomplete,2.3565810784267893,2.084463716922465,1.7503525680857188,2.0600578177215394,2.446105973696174,2.739461390263098,1.4759611309686014,2.7048022955315063,2.4933426245971426,3.2941486489946405,1.3665619510375022,3.2392072521762736
icomplete,2.356318187459428,2.0843862107835,1.7501140082480147,2.059840503254558,2.444947053917938,2.739070608724555,1.4751431463316664,2.7044497222669026,2.494120576690143,3.295055460331229,1.3662795647749948,3.238514288629107
icomplete,2.3507531484707527,2.080088129968355,1.7458148884463303,2.055299584257694,2.439334072226217,2.7325070767673485,1.4717965876116395,2.697680118313195,2.488801411292498,3.288206367912104,1.3636147685713673,3.231254546670864
icomplete,2.338463255651129,2.0755278562191894,1.7371388943873654,2.0494227096904614,2.428614118782078,2.7214249910175408,1.4653072634130038,2.6858076641301474,2.478031469973318,3.2740469396852285,1.357906593355472,3.2170136322073857
icomplete,2.333528912577772,2.070868802166613,1.7337284623300673,2.045267090917662,2.4237172709132273,2.716081432019666,1.4624062965202498,2.680291441672846,2.473146937814473,3.267445353478988,1.3545041319002808,3.2101120599927913
